,PropertyName,Address,Price,No_Bedrooms,No_Bathrooms,Floorsize,Property_Type,Tenure,PSF,link,Latitude,Longitude,District,State
0,Kondominium Greenpark,"Jalan Awan Pintal, Taman Yarl, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",360000,3,2,1242,Condominium,Freehold,289.86,https://www.propertyguru.com.my/propertylisting/kondominiumgreenparkforsalebyrickytai36717041,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
1,Parkhill Residence Bukit Jalil,"Jalan Teknologi 1, Technology Park Malaysia, Bukit Jalil, Kuala Lumpur",580000,3,2,1100,Condominium,Leasehold,527.27,https://www.propertyguru.com.my/propertylisting/parkhillresidencebukitjalilforsalebykeanphang36716396,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
2,Damelia Suites RM230K【1st Home get 100% Loan】 KLIA Sepang @ Horizon Suites,"Puchong, Kuala Lumpur",200000,2,2,500,Condominium,Freehold,400,https://www.propertyguru.com.my/propertylisting/dameliasuitesrm230k1sthomeget100loankliasepanghorizonsuitesforsalebyjamie36446727,3.0640269,101.6498472,Puchong, Kuala Lumpur
3,PSV 1 Residences @ Platinum South Valley,"Bandar Tasik Selatan, Kuala Lumpur",513000,3,2,946,New Project,Unknown,542.28,https://www.propertyguru.com.my/propertylisting/psv1residencesplatinumsouthvalleyforsalebymohamadhafizabdulbasher36426957,3.07609695,101.7114468,Bandar Tasik Selatan, Kuala Lumpur
4,5 Min to Mid Valley | Fully Furnished | RM3. 5k Salary to Own | Walking Distance to MRT/LRT/KTM,"Taman UThant, Ampang Hilir, Kuala Lumpur",419999,3,2,1200,Condominium,Freehold,350,https://www.propertyguru.com.my/propertylisting/5mintomidvalleyfullyfurnishedrm35ksalarytoownwalkingdistancetomrtlrtktmforsalebyshawnlim35584647,3.1585208,101.7401858,Ampang Hilir, Kuala Lumpur
5,2 Bed 2 Bath Beside XIA MEN UNIVERSITY【RM200K! ! RM200K! ! RM200K! !】Freehold,"Jalan Stesen Sentral, KL Sentral, Kuala Lumpur",200000,2,2,500,Condominium,Freehold,400,https://www.propertyguru.com.my/propertylisting/2bed2bathbesidexiamenuniversityrm200krm200krm200kfreeholdforsalebyjenny35775757,3.13430685,101.6863691,KL Sentral, Kuala Lumpur
6,Danau Permai Condominiums,"Jalan 3/109F, Taman Danau Desa, Taman Danau Desa, Taman Desa, Kuala Lumpur",585000,3,2,1248,Condominium,Leasehold,468.75,https://www.propertyguru.com.my/propertylisting/danaupermaicondominiumsforsalebyraymondong36099340,3.1030637,101.6850208,Taman Desa, Kuala Lumpur
7,"Cheapest In KL【Air Bnb】5 min to Train Station, Ready Tenants, 100% Loan KL","Ampang, Ampang Hilir, Kuala Lumpur",199000,2,1,500,Condominium,Freehold,398,https://www.propertyguru.com.my/propertylisting/cheapestinklairbnb5mintotrainstationreadytenants100loanklforsalebyceleste36454120,3.1585208,101.7401858,Ampang Hilir, Kuala Lumpur
8,"New Freehold Invest GET 80k Subsidy, 1st Home Buyer 100% Loan GET RM10, 000 Cahback @KL","Bandar Menjalara, Kuala Lumpur",230000,2,1,500,Condominium,Freehold,460,https://www.propertyguru.com.my/propertylisting/newfreeholdinvestget80ksubsidy1sthomebuyer100loangetrm10000cahbackklforsalebyceleste36446766,3.1941339,101.6272283,Bandar Menjalara, Kuala Lumpur
9,Wangsa Maju Freenhold Next to LRT 10 mins to KLCC Low Density,"Wangsa Maju, Kuala Lumpur",370000,3,2,872,Condominium,Freehold,424.31,https://www.propertyguru.com.my/propertylisting/wangsamajufreenholdnexttolrt10minstoklcclowdensityforsalebygordontong36715933,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
10,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",3206000,3,2,1345,New Project,Unknown,2383.64,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebycarmenchan36711224,47.3776542,8.538495,KL City, Kuala Lumpur
11,【Expat Friendly】Spacious 4R3B + Next to MRT,"Dutamas, Mont Kiara, Kuala Lumpur",1098000,4,3,1449,Condominium,Freehold,757.76,https://www.propertyguru.com.my/propertylisting/expatfriendlyspacious4r3bnexttomrtforsalebyvancelee36705650,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
12,Seni Mont Kiara,"Changkat Duta Kiara, Mont Kiara, Kuala Lumpur",2700000,4,6,2905,Condominium,Freehold,929.43,https://www.propertyguru.com.my/propertylisting/senimontkiaraforsalebynixchin36715279,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
13,New Year Package! ! FREEHOLD 5 star condo 1900 Installment+ Fully Furnish & Lucky Draw,"Kampung Kerinchi (Bangsar South), Bangsar, Kuala Lumpur",468888,3,2,1120,Condominium,Freehold,418.65,https://www.propertyguru.com.my/propertylisting/newyearpackagefreehold5starcondo1900installmentfullyfurnishluckydrawforsalebyadelineong36593188,3.13083,101.66944,Bangsar, Kuala Lumpur
14,"Bangsar NEW { High Demand & Capital Gain } Condo, 100% Full Loan + Developer Wipe ALL Fees","Lucky Garden, Bangsar, Kuala Lumpur",472222,3,2,1152,Condominium,Freehold,409.91,https://www.propertyguru.com.my/propertylisting/bangsarnewhighdemandcapitalgaincondo100fullloandeveloperwipeallfeesforsalebyadelineong36576988,3.13083,101.66944,Bangsar, Kuala Lumpur
15,Only RM 4XXk ! ! [Super Below Market Price] FREEHOLD Walking Distance To MRT /KTM Mont Kiara,"Solaris Dutamas, Mont Kiara, Kuala Lumpur",428689,3,2,1228,Condominium,Freehold,349.1,https://www.propertyguru.com.my/propertylisting/onlyrm4xxksuperbelowmarketpricefreeholdwalkingdistancetomrtktmmontkiaraforsalebyhenrylau35716418,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
16,Only 430k ! ! [ Fully Furnished ] New Launch Rebate 0% Down Payment Free Lagal Fee Bangsar South,"Kerinchi, Bangsar South, Kuala Lumpur",429886,3,2,1186,Condominium,Leasehold,362.47,https://www.propertyguru.com.my/propertylisting/only430kfullyfurnishednewlaunchrebate0downpaymentfreelagalfeebangsarsouthforsalebyhenrylau36112063,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
17,The Capers,"Jalan Lima, Sentul, Kuala Lumpur",1030000,3,4,1488,Condominium,Freehold,692.2,https://www.propertyguru.com.my/propertylisting/thecapersforsalebysamwong32146547,3.1786181,101.6954775,Sentul, Kuala Lumpur
18,The Capers," Jalan Lima, Sentul, Kuala Lumpur",1070000,3,4,1567,Condominium,Freehold,682.83,https://www.propertyguru.com.my/propertylisting/thecapersforsalebysamwong34843970,3.1786181,101.6954775,Sentul, Kuala Lumpur
19,The Capers," Jalan Lima, Sentul, Kuala Lumpur",1180000,4,5,2049,Condominium,Freehold,575.89,https://www.propertyguru.com.my/propertylisting/thecapersforsalebysamwong34621382,3.1786181,101.6954775,Sentul, Kuala Lumpur
20,The Reach @ Titiwangsa,"Jalan Tembaga Off Jalan Pahang, Titiwangsa, Kuala Lumpur",1300000,4,4,2501,Condominium,Freehold,519.79,https://www.propertyguru.com.my/propertylisting/thereachtitiwangsaforsalebysamwong36463174,3.17401135,101.6956176,Titiwangsa, Kuala Lumpur
21,"Lexa Residence @ The Quartz, Wangsa Maju","Jalan 34/26 Jalan 34/26, Wangsa Maju, Kuala Lumpur",470000,2,2,622,Condominium,Freehold,755.63,https://www.propertyguru.com.my/propertylisting/lexaresidencethequartzwangsamajuforsalebysamwong36714488,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
22,GenKL,"Jalan Kuchai 3, Kuchai Lama, Kuala Lumpur",2800000,4,5,3184,Condominium,Freehold,879.4,https://www.propertyguru.com.my/propertylisting/genklforsalebyshamalahkodiswaran34222856,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
23,UNIO Residence,"Jalan Kepong, Jinjang, Kepong, Kuala Lumpur",560000,2,2,866,New Project,Unknown,646.65,https://www.propertyguru.com.my/propertylisting/unioresidenceforsalebysamwong36463432,3.2140294,101.634842,Kepong, Kuala Lumpur
24,The Z Residence,"Jalan 5/155, Taman Industri Bukit OUG, Bukit Jalil, Bukit Jalil, Kuala Lumpur",750000,3,2,1400,Condominium,Freehold,535.71,https://www.propertyguru.com.my/propertylisting/thezresidenceforsalebyellyanarobiah35762648,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
25,[[RM588K]] 3 Bedroom Duplex 1300sf with spacious balcony,"Sri petaling , bukit jalil , old klang road, Old Klang Road (Kuchai Lama), Kuchai Lama, Kuala Lumpur",588000,3,3,1001,Condominium,Freehold,587.41,https://www.propertyguru.com.my/propertylisting/rm588k3bedroomduplex1300sfwithspaciousbalconyforsalebyivan32335302,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
26,1 Sentul,"Jalan Sentul Pasar, Kuala Lumpur, Sentul, Kuala Lumpur",480000,3,2,1081,Condominium,Freehold,444.03,https://www.propertyguru.com.my/propertylisting/1sentulforsalebysamwong36466648,3.1786181,101.6954775,Sentul, Kuala Lumpur
27,The Capers," Jalan Lima, Sentul, Kuala Lumpur",940000,3,3,1567,Condominium,Freehold,599.87,https://www.propertyguru.com.my/propertylisting/thecapersforsalebysamwong36356512,3.1786181,101.6954775,Sentul, Kuala Lumpur
28,The Address @ Taman Desa,"Jalan Desa Bakti, Old Klang Road (Taman Desa), Taman Desa, Kuala Lumpur",745000,3,3,1118,New Project,Unknown,666.37,https://www.propertyguru.com.my/propertylisting/theaddresstamandesaforsalebyjonathankuek35896382,3.1030637,101.6850208,Taman Desa, Kuala Lumpur
29,kuchai lama,"jalan kuchai lama, Old Klang Road (Kuchai Lama), Kuchai Lama, Kuala Lumpur",300000,2,1,550,Condominium,Leasehold,545.45,https://www.propertyguru.com.my/propertylisting/kuchailamaforsalebybraxtonlim36616304,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
30,UNIO Residence,"Jalan Kepong, Jinjang, Kepong, Kuala Lumpur",915000,3,3,1311,New Project,Unknown,697.94,https://www.propertyguru.com.my/propertylisting/unioresidenceforsalebysamwong36713402,3.2140294,101.634842,Kepong, Kuala Lumpur
31,Seringin Residences,"8 Jalan Senang Ria, Happy Garden, Kuchai Lama, Kuala Lumpur",998000,2,2,1522,Condominium,Freehold,655.72,https://www.propertyguru.com.my/propertylisting/seringinresidencesforsalebyailing36595419,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
32,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",1355000,1,1,700,New Project,Unknown,1935.71,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36712548,47.3776542,8.538495,KL City, Kuala Lumpur
33,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",2698000,3,3,1184,New Project,Unknown,2278.72,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36712504,47.3776542,8.538495,KL City, Kuala Lumpur
34,"500m to Mid Valley, direct access to NPE Federal Hwy OKR, 0 DP free furnished RM3. 5k Salary to Own","Mid Valley City, Kuala Lumpur",470900,3,2,1301,Condominium,Freehold,361.95,https://www.propertyguru.com.my/propertylisting/500mtomidvalleydirectaccesstonpefederalhwyokr0dpfreefurnishedrm35ksalarytoownforsalebyvictorlau36037200,3.118506,101.6768457,Mid Valley City, Kuala Lumpur
35,"500m to Mid Valley, direct access to NPE Federal Hwy OKR, 0 DP free furnished RM3. 5k Salary to Own","Taman Bangsar, Bangsar, Kuala Lumpur",470900,3,2,1301,Condominium,Freehold,361.95,https://www.propertyguru.com.my/propertylisting/500mtomidvalleydirectaccesstonpefederalhwyokr0dpfreefurnishedrm35ksalarytoownforsalebyvictorlau36037148,3.13083,101.66944,Bangsar, Kuala Lumpur
36,Fully Furnished Freehold Mid Valley | Monthly ONLY RM2. 1K! Walking to MRT/LRT/KTM | Residential,"Kerinchi, Bangsar South, Kuala Lumpur",458000,3,2,1208,Condominium,Freehold,379.14,https://www.propertyguru.com.my/propertylisting/fullyfurnishedfreeholdmidvalleymonthlyonlyrm21kwalkingtomrtlrtktmresidentialforsalebyvictorlau36037108,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
37,5 Min to Mid Valley | Fully Furnished | RM3. 5k Salary to Own | Walking Distance to MRT/LRT/KTM,"Taman Bangsar, Bangsar, Kuala Lumpur",560800,3,2,1232,Condominium,Freehold,455.19,https://www.propertyguru.com.my/propertylisting/5mintomidvalleyfullyfurnishedrm35ksalarytoownwalkingdistancetomrtlrtktmforsalebyvictorlau36036958,3.13083,101.66944,Bangsar, Kuala Lumpur
38,Fully Furnished Freehold Mid Valley | Monthly ONLY RM2. 1K! Walking to MRT/LRT/KTM | Residential,"Old Klang Road (Jalan Klang Lama), Kuala Lumpur",458000,3,2,1208,Condominium,Freehold,379.14,https://www.propertyguru.com.my/propertylisting/fullyfurnishedfreeholdmidvalleymonthlyonlyrm21kwalkingtomrtlrtktmresidentialforsalebyvictorlau36037178,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
39,5 Min to Mid Valley | Fully Furnished | RM3. 5k Salary to Own | Walking Distance to MRT/LRT/KTM,"Kerinchi, Bangsar South, Kuala Lumpur",460800,3,2,1232,Condominium,Freehold,374.03,https://www.propertyguru.com.my/propertylisting/5mintomidvalleyfullyfurnishedrm35ksalarytoownwalkingdistancetomrtlrtktmforsalebyvictorlau36033284,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
40,5 Min to Pavilion 2 Mid Valley | Fully Furnished | RM3. 5k Salary to Own | Have Shuttle Bus,"Jalan Klang Lama (Old Klang Road), Bukit Jalil, Kuala Lumpur",460800,3,2,1232,Condominium,Freehold,374.03,https://www.propertyguru.com.my/propertylisting/5mintopavilion2midvalleyfullyfurnishedrm35ksalarytoownhaveshuttlebusforsalebywinsonlo36290974,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
41,"Direct link to Mid Valley, new access to NPE Federal Hwy OKR, 0 DP free furnish RM3. 5k Salary to Own","Jalan Klang Lama (Old Klang Road), Bukit Jalil, Kuala Lumpur",470900,3,2,1301,Condominium,Freehold,361.95,https://www.propertyguru.com.my/propertylisting/directlinktomidvalleynewaccesstonpefederalhwyokr0dpfreefurnishrm35ksalarytoownforsalebywinsonlo36290954,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
42,"500m to Mid Valley, direct access to NPE Federal Hwy OKR, 0 DP free furnished RM3. 5k Salary to Own","Kerinchi, Bangsar South, Kuala Lumpur",470900,3,2,1301,Condominium,Freehold,361.95,https://www.propertyguru.com.my/propertylisting/500mtomidvalleydirectaccesstonpefederalhwyokr0dpfreefurnishedrm35ksalarytoownforsalebywinsonlo36290894,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
43,5 Min to Mid Valley | Fully Furnished | RM1. 8k Monthly to Own | Walking Distance to MRT/LRT/KTM,"Kerinchi, Bangsar South, Kuala Lumpur",460800,3,2,1232,Condominium,Freehold,374.03,https://www.propertyguru.com.my/propertylisting/5mintomidvalleyfullyfurnishedrm18kmonthlytoownwalkingdistancetomrtlrtktmforsalebywinsonlo36290929,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
44,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",1290000,1,1,624,New Project,Unknown,2067.31,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36712461,47.3776542,8.538495,KL City, Kuala Lumpur
45,Fully Furnished Freehold | Monthly ONLY RM1. 8K! Walk to MRT/LRT/KTM | Residential Below Market Price,"Jalan Kiara, Mont Kiara, Kuala Lumpur",458000,3,2,1208,Condominium,Freehold,379.14,https://www.propertyguru.com.my/propertylisting/fullyfurnishedfreeholdmonthlyonlyrm18kwalktomrtlrtktmresidentialbelowmarketpriceforsalebywinsonlo36290749,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
46,10 Min to PJ Mid Valley | Fully Furnished | RM3. 5k Salary to Own | Walking Distance to MRT/LRT/KTM,"Solaris Dutamas, Mont Kiara, Kuala Lumpur",460800,3,2,1232,Condominium,Freehold,374.03,https://www.propertyguru.com.my/propertylisting/10mintopjmidvalleyfullyfurnishedrm35ksalarytoownwalkingdistancetomrtlrtktmforsalebywinsonlo36290879,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
47,"Rica Residence Sentul, KL","1 Residensi Rica Sentul, Jalan Perhentian, Batu, Sentul, Kuala Lumpur",720000,3,3,1098,New Project,Unknown,655.74,https://www.propertyguru.com.my/propertylisting/ricaresidencesentulklforsalebychristieliew34225622,3.1786181,101.6954775,Sentul, Kuala Lumpur
48,Aira Residence,"Jalan Batai, Damansara Heights, Kuala Lumpur",8377000,5,6,4489,Condominium,Freehold,1866.12,https://www.propertyguru.com.my/propertylisting/airaresidenceforsalebyazrihasan36711723,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
49,"Fully Furnished Corner Duplex Unit, The Veo KL East","Setapak, Kuala Lumpur",2700000,4,5,3638,Condominium,Freehold,742.17,https://www.propertyguru.com.my/propertylisting/fullyfurnishedcornerduplexunittheveokleastforsalebynorfazilahbintimohdsaad36508884,3.1975774,101.7139655,Setapak, Kuala Lumpur
50,"SERI MAYA CONDOMINIUM, JALAN JELATEK, SETIAWANGSA (nearby LRT Setiawangsa walking distance)","Setiawangsa, Kuala Lumpur",620000,3,2,1300,Condominium,Freehold,476.92,https://www.propertyguru.com.my/propertylisting/serimayacondominiumjalanjelateksetiawangsanearbylrtsetiawangsawalkingdistanceforsalebynorfazilahbintimohdsaad36509071,3.1827768,101.7452477,Setiawangsa, Kuala Lumpur
51,Sentul Freehold Free Furnished 5km KLCC,"Jalan Ipoh, Sentul, Kuala Lumpur",290000,3,2,878,Condominium,Freehold,330.3,https://www.propertyguru.com.my/propertylisting/sentulfreeholdfreefurnished5kmklccforsalebygordontong36587882,3.1786181,101.6954775,Sentul, Kuala Lumpur
52,"Quinn Residence, Wangsa Maju","Jalan Wangsa Delima, Seksyen 5 Wangsa Maju, Wangsa Maju, Kuala Lumpur",385000,1,1,583,New Project,Unknown,660.38,https://www.propertyguru.com.my/propertylisting/quinnresidencewangsamajuforsalebygordontong36652867,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
53,The Andes,"Jalan Mas 2 Off Mutiara Bukit Jalil, Bukit Jalil, Kuala Lumpur",880000,3,2,1400,Condominium,Freehold,628.57,https://www.propertyguru.com.my/propertylisting/theandesforsalebycalvinpoh36325116,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
54,Bangsar Puteri,"  Jalan Medang Serai, Bukit Bandaraya, Bangsar, Kuala Lumpur",695000,1,2,1066,Condominium,Freehold,651.97,https://www.propertyguru.com.my/propertylisting/bangsarputeriforsalebyelainegarcia36710361,3.13083,101.66944,Bangsar, Kuala Lumpur
55,The Address @ Taman Desa,"Jalan Desa Bakti, Old Klang Road (Taman Desa), Taman Desa, Kuala Lumpur",750000,3,3,1118,New Project,Unknown,670.84,https://www.propertyguru.com.my/propertylisting/theaddresstamandesaforsalebywing36604201,3.1030637,101.6850208,Taman Desa, Kuala Lumpur
56,"The Maple Residences, Taman OUG","Taman OUG, Kuchai Lama, Kuala Lumpur",629000,3,2,958,New Project,Unknown,656.58,https://www.propertyguru.com.my/propertylisting/themapleresidencestamanougforsalebyjensonngjenhui35931125,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
57,【1400sf x 4 ROOM】Bukit Jalil OUG FREEHOLD Sky Semi D Layout   READY 2024 （NEW PHASE),"Technology Park Malaysia, Bukit Jalil, Kuala Lumpur",967000,4,3,1378,Condominium,Freehold,701.74,https://www.propertyguru.com.my/propertylisting/1400sfx4roombukitjalilougfreeholdskysemidlayoutready2024newphaseforsalebyjensonngjenhui36705285,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
58,One Jelatek,"Jalan Jelatek, Kementah, Setiawangsa, Kuala Lumpur",780000,3,3,1539,Condominium,Freehold,506.82,https://www.propertyguru.com.my/propertylisting/onejelatekforsalebyzulhilmi36701988,3.1827768,101.7452477,Setiawangsa, Kuala Lumpur
59,WANGSA MAJU WANGSA MAJU WANGSA MAJU WANGSA MAJU,"Wangsa Maju, Kuala Lumpur",300000,3,2,1000,Condominium,Freehold,300,https://www.propertyguru.com.my/propertylisting/wangsamajuwangsamajuwangsamajuwangsamajuforsalebycjtiew35411555,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
60,The Legacy OUG,"Taman OUG, Kuchai Lama, Kuala Lumpur",1057800,5,4,1750,New Project,Unknown,604.46,https://www.propertyguru.com.my/propertylisting/thelegacyougforsalebyashleywoon36533926,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
61,Platinum Victory Lake City PV 13," Jalan Genting Klang, Setapak, Kuala Lumpur",530000,4,2,1600,Condominium,Leasehold,331.25,https://www.propertyguru.com.my/propertylisting/platinumvictorylakecitypv13forsalebyericlim36036036,3.1975774,101.7139655,Setapak, Kuala Lumpur
62,Seri Maya Condominium,"Jalan Jelatek, Setiawangsa, Kuala Lumpur",600000,3,2,1398,Condominium,Freehold,429.18,https://www.propertyguru.com.my/propertylisting/serimayacondominiumforsalebynicksim35920786,3.1827768,101.7452477,Setiawangsa, Kuala Lumpur
63,Seri Maya Condominium,"Jalan Jelatek, Setiawangsa, Kuala Lumpur",650000,4,4,1786,Condominium,Freehold,363.94,https://www.propertyguru.com.my/propertylisting/serimayacondominiumforsalebynicksim35736194,3.1827768,101.7452477,Setiawangsa, Kuala Lumpur
64,Perdana Villa Deluxe (Pandan Perdana)," Jalan Perdana 2/1, Pandan Perdana, Cheras, Kuala Lumpur",750000,3,3,2300,Apartment,Leasehold,326.09,https://www.propertyguru.com.my/propertylisting/perdanavilladeluxepandanperdanaforsalebyvivenchia35774889,3.0991919,101.7374229,Cheras, Kuala Lumpur
65,Sun Complex," Jalan Bintang, Bukit Bintang, Bukit Bintang, KL City, Kuala Lumpur",470000,4,3,900,Apartment,Freehold,522.22,https://www.propertyguru.com.my/propertylisting/suncomplexforsalebyvivenchia35528101,47.3776542,8.538495,KL City, Kuala Lumpur
66,Windsor Tower,"2  Jalan Sri Hartamas 17, Sri Hartamas, Kuala Lumpur",645000,3,2,1230,Condominium,Freehold,524.39,https://www.propertyguru.com.my/propertylisting/windsortowerforsalebytinachua32380238,3.1560721,101.6464064,Sri Hartamas, Kuala Lumpur
67,【FIRST HOME SPECIAL】 3R2B No Downpayment High Cash Back MRT KTM * Bangsar South *,"Bangsar South, Kuala Lumpur",453800,2,2,1085,Condominium,Freehold,418.25,https://www.propertyguru.com.my/propertylisting/firsthomespecial3r2bnodownpaymenthighcashbackmrtktmbangsarsouthforsalebyleonma36514071,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
68,"Only 430k ! ! [ Below Market Price 30% ] Free Legal Fee Walking Distance To MRT , Freehold","KLCC, KL City, Kuala Lumpur",426788,3,2,1038,Condominium,Freehold,411.16,https://www.propertyguru.com.my/propertylisting/only430kbelowmarketprice30freelegalfeewalkingdistancetomrtfreeholdforsalebykelvinkon34396251,47.3776542,8.538495,KL City, Kuala Lumpur
69,Only 430k ! ! FREEHOLD [ 3Room 2Bath Free 2Carpark ] Free Legal Fee Extra Cash Back Kepong,"Kepong Baru, Kepong, Kuala Lumpur",428789,3,2,1098,Condominium,Freehold,390.52,https://www.propertyguru.com.my/propertylisting/only430kfreehold3room2bathfree2carparkfreelegalfeeextracashbackkepongforsalebykelvinkon34395780,3.2140294,101.634842,Kepong, Kuala Lumpur
70,Only 430k ! ! [Below Market Price 30%] High Cash Back 0% Down Payment Free Legal Fee Mont Kiara,"Solaris Dutamas, Mont Kiara, Kuala Lumpur",428588,3,2,1128,Condominium,Freehold,379.95,https://www.propertyguru.com.my/propertylisting/only430kbelowmarketprice30highcashback0downpaymentfreelegalfeemontkiaraforsalebykelvinkon33324251,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
71,Platinum Casa Danau Residences,"Lot 2, Galeri PV, No.2, Jalan 3/23a, Setapak, Kuala Lumpur",470000,3,2,1200,Condominium,Leasehold,391.67,https://www.propertyguru.com.my/propertylisting/platinumcasadanauresidencesforsalebykennyyl35212293,3.1975774,101.7139655,Setapak, Kuala Lumpur
72,Altris Residence,"Jln Wangsa Kuarza, Seksyen 10 Wangsa Maju, Wangsa Maju, Kuala Lumpur",680000,5,3,1238,Condominium,Freehold,549.27,https://www.propertyguru.com.my/propertylisting/altrisresidenceforsalebyleong36290055,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
73,Jalan Ipoh Completed Freehold Studio,"Jalan Ipoh, KL City, Kuala Lumpur",540000,1,1,610,Condominium,Freehold,885.25,https://www.propertyguru.com.my/propertylisting/jalanipohcompletedfreeholdstudioforsalebyleong36352204,47.3776542,8.538495,KL City, Kuala Lumpur
74,"Quinn Residence, Wangsa Maju","Jalan Wangsa Delima, Seksyen 5 Wangsa Maju, Wangsa Maju, Kuala Lumpur",450000,2,2,650,New Project,Unknown,692.31,https://www.propertyguru.com.my/propertylisting/quinnresidencewangsamajuforsalebyleong36564016,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
75,Suria Stonor,"Jalan Stonor, KLCC, KL City, Kuala Lumpur",2800000,5,6,3400,Condominium,Freehold,823.53,https://www.propertyguru.com.my/propertylisting/suriastonorforsalebyflorenceng36381478,47.3776542,8.538495,KL City, Kuala Lumpur
76,Sri Jati I (OKR)," Jalan Sri Jati 3, Taman Sri Jati, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",330000,3,2,958,Apartment,Freehold,344.47,https://www.propertyguru.com.my/propertylisting/srijatiiokrforsalebysteventan36707105,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
77,Rumah Pangsa Awam Jalan Hang Tuah Blk B,"Jalan Hang Tuah, Pudu, Kuala Lumpur",108000,1,1,377,Apartment,Leasehold,286.47,https://www.propertyguru.com.my/propertylisting/rumahpangsaawamjalanhangtuahblkbforsalebyleeluke36613328,3.13493065,101.712024,Pudu, Kuala Lumpur
78,Allevia Mont'Kiara,"Jln Kiara 4, Mont Kiara, Kuala Lumpur",1543800,3,3,1703,New Project,Unknown,906.52,https://www.propertyguru.com.my/propertylisting/alleviamontkiaraforsalebylarrywong34134264,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
79,[Ready Soon] Next Forest Reserve I Freehold I Low Density I Near MRT,"Taman Tun Dr Ismail, Kuala Lumpur",879000,3,3,1510,Condominium,Freehold,582.12,https://www.propertyguru.com.my/propertylisting/readysoonnextforestreserveifreeholdilowdensityinearmrtforsalebyesterchia36556555,3.1508079,101.6249189,Taman Tun Dr Ismail, Kuala Lumpur
80,Sky Suites @ KLCC,"18 Jalan P. Ramlee, KLCC, KL City, Kuala Lumpur",1050000,3,2,887,Apartment,Freehold,1183.77,https://www.propertyguru.com.my/propertylisting/skysuitesklccforsalebyjoelin36442489,47.3776542,8.538495,KL City, Kuala Lumpur
81,Pavilion Damansara Heights,"Jalan Damanlela, Damansara Heights, Kuala Lumpur",2147148,2,2,988,New Project,Unknown,2173.23,https://www.propertyguru.com.my/propertylisting/paviliondamansaraheightsforsalebywing33107355,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
82,Pavilion Damansara Heights,"Jalan Damanlela, Damansara Heights, Kuala Lumpur",1044090,1,1,614,New Project,Unknown,1700.47,https://www.propertyguru.com.my/propertylisting/paviliondamansaraheightsforsalebywing35061197,3.1523954,101.6584455,Damansara Heights, Kuala Lumpur
83,TRX Residence,"Jalan Tun Razak, KLCC, KL City, Kuala Lumpur",2493000,3,3,1259,New Project,Unknown,1980.14,https://www.propertyguru.com.my/propertylisting/trxresidenceforsalebyjesschyi36704903,47.3776542,8.538495,KL City, Kuala Lumpur
